ebird_code_v2022,scientific_name
subfly1,Cyornis omissus
tibfly2,Eumyias hyacinthinus
blffly1,Eumyias hoevelli
matfly2,Eumyias sanfordi
whtfly2,Cyornis concretus
flojuf2,Eumyias oscillans
flojuf1,Eumyias stresemanni
bncjuf1,Cyornis brunneatus
fucjuf1,Cyornis olivaceus
gycjuf1,Cyornis umbratilis
chtjuf1,Cyornis ruficauda
fujnil1,Niltava davidi
rubnil1,Niltava sundara
ruvnil1,Niltava sumatrana
vivnil3,Niltava vivida
larnil1,Niltava grandis
smanil1,Niltava macgrigoriae
bawfly2,Cyanoptila cyanomelana
zapfly1,Cyanoptila cumatilis
dubfly3,Eumyias sordidus
verfly4,Eumyias thalassinus
islfly1,Eumyias panayensis
nilfly2,Eumyias albicaudatus
indfly1,Eumyias indigo
eurrob1,Erithacus rubecula
bubwre1,Cantorchilus leucotis
supwre1,Cantorchilus superciliaris
fabwre1,Cantorchilus guarayanus
lobwre1,Cantorchilus longirostris
grywre1,Cantorchilus griseus
rivwre1,Cantorchilus semibadius
baywre1,Cantorchilus nigricapillus
stbwre1,Cantorchilus thoracicus
sttwre1,Cantorchilus leucopogon
carwre,Thryothorus ludovicianus
winwre4,Troglodytes troglodytes
winwre3,Troglodytes hiemalis
pacwre1,Troglodytes pacificus
clawre1,Troglodytes tanneri
houwre,Troglodytes aedon
houwre5,Troglodytes cobbi
socwre2,Troglodytes sissonii
rubwre2,Troglodytes rufociliatus
ochwre1,Troglodytes ochraceus
mouwre1,Troglodytes solstitialis
samwre1,Troglodytes monticola
tepwre1,Troglodytes rufulus
timwre1,Thryorchilus browni
whbwre1,Uropsila leucogastra
wbwwre1,Henicorhina leucosticta
gbwwre1,Henicorhina leucophrys
gybwow3,Henicorhina anachoreta
bwwwre1,Henicorhina leucoptera
munwow1,Henicorhina negreti
nigwre1,Microcerculus philomela
scbwre1,Microcerculus marginatus
fluwre1,Microcerculus ustulatus
wibwre1,Microcerculus bambla
chbwre1,Cyphorhinus thoracicus
muswre2,Cyphorhinus arada
sonwre1,Cyphorhinus phaeocephalus
lobgna4,Ramphocaenus sticturus
lobgna5,Ramphocaenus melanurus
tafgna1,Microbates cinereiventris
colgna1,Microbates collaris
guigna2,Polioptila facilis
guigna3,Polioptila guianensis
sltgna1,Polioptila schistaceigula
guigna4,Polioptila paraensis
iqugna1,Polioptila clementsi
inagna1,Polioptila attenboroughi
trogna1,Polioptila plumbea
melbla1,Dives dives
cubbla,Ptiloxena atroviolacea
rusbla,Euphagus carolinus
brebla,Euphagus cyanocephalus
comgra,Quiscalus quiscula
nicgra1,Quiscalus nicaraguensis
cargra1,Quiscalus lugubris
gragra1,Quiscalus niger
botgra,Quiscalus major
grtgra,Quiscalus mexicanus
rebgra1,Hypopyrrhus pyrohypogaster
vefgra1,Lampropsar tanagrinus
oribla1,Gymnomystax mexicanus
mougra1,Macroagelaius subalaris
gotgra1,Macroagelaius imthurni
ausbla1,Curaeus curaeus
schbla1,Amblyramphus holosericeus
forbla1,Anumara forbesi
chobla1,Gnorimopsar chopi
bolbla1,Oreopsar bolivianus
bawcow4,Agelaioides badius
bawcow3,Agelaioides fringillarius
yewbla2,Agelasticus thilius
paebla2,Agelasticus xanthophthalmus
unibla2,Agelasticus cyanopus
chcbla2,Chrysomus ruficapillus
yehbla2,Chrysomus icterocephalus
sacbla2,Xanthopsar flavus
baymar1,Pseudoleistes virescens
yermar1,Pseudoleistes guirahuro
ovenbi1,Seiurus aurocapilla
woewar1,Helmitheros vermivorum
louwat,Parkesia motacilla
norwat,Parkesia noveboracensis
gowwar,Vermivora chrysoptera
buwwar,Vermivora cyanoptera
bawwar,Mniotilta varia
prowar,Protonotaria citrea
swawar,Limnothlypis swainsonii
crcwar,Oreothlypis superciliosa
fltwar1,Oreothlypis gutturalis
tenwar,Leiothlypis peregrina
orcwar,Leiothlypis celata
colwar,Leiothlypis crissalis
lucwar,Leiothlypis luciae
naswar,Leiothlypis ruficapilla
virwar,Leiothlypis virginiae
conwar,Oporornis agilis
gycyel,Geothlypis poliocephala
masyel2,Geothlypis aequinoctialis
masyel3,Geothlypis semiflava chiriquensis
masyel4,Geothlypis auricularis
masyel5,Geothlypis velata
macwar,Geothlypis tolmiei
mouwar,Geothlypis philadelphia
kenwar,Geothlypis formosa
olcyel1,Geothlypis semiflava
blpyel1,Geothlypis speciosa
belyel1,Geothlypis beldingi
bahyel1,Geothlypis rostrata
altyel1,Geothlypis flavovelata
comyel,Geothlypis trichas
hooyel1,Geothlypis nelsoni
elwwar1,Setophaga angelae
arrwar1,Setophaga pharetra
hoowar,Setophaga citrina
amered,Setophaga ruticilla
kirwar,Setophaga kirtlandii
camwar,Setophaga tigrina
cerwar,Setophaga cerulea
norpar,Setophaga americana
tropar,Setophaga pitiayumi
magwar,Setophaga magnolia
babwar,Setophaga castanea
bkbwar,Setophaga fusca
yelwar1,Setophaga petechia [aestiva Group]
yelwar,Setophaga petechia
chswar,Setophaga pensylvanica
bkpwar,Setophaga striata
btbwar,Setophaga caerulescens
palwar,Setophaga palmarum
olcwar1,Setophaga pityophila
pinwar,Setophaga pinus
yerwar,Setophaga coronata
audwar,Setophaga coronata auduboni
yerwar2,Setophaga coronata goldmani
yetwar,Setophaga dominica
yetwar3,Setophaga flavescens
vitwar1,Setophaga vitellina
prawar,Setophaga discolor
adewar1,Setophaga adelaidae
grawar,Setophaga graciae
btywar,Setophaga nigrescens
towwar,Setophaga townsendi
herwar,Setophaga occidentalis
comchi1,Phylloscopus collybita
ibechi2,Phylloscopus ibericus
eacwar1,Phylloscopus coronatus
ijlwar1,Phylloscopus ijimae
phlwar1,Phylloscopus olivaceus
letwar1,Phylloscopus cebuensis
yetwow1,Phylloscopus ruficapilla
brwwar1,Phylloscopus umbrovirens
rfwwar1,Phylloscopus laetus
lauwow1,Phylloscopus laurae
bcwwar1,Phylloscopus herberti
ugawow1,Phylloscopus budongoensis
whswar1,Phylloscopus intermedius
gycwar2,Phylloscopus poliogenys
goswar1,Phylloscopus burkii
gycwar1,Phylloscopus tephrocephalus
whiwar2,Phylloscopus whistleri
biawar1,Phylloscopus valentini
pltwar1,Phylloscopus soror
marwar4,Phylloscopus omeiensis
grnwar1,Phylloscopus nitidus
grewar2,Phylloscopus plumbeitarsus
grewar3,Phylloscopus trochiloides
emlwar1,Phylloscopus emeiensis
lblwar1,Phylloscopus magnirostris
salwar1,Phylloscopus borealoides
pllwar1,Phylloscopus tenellipes
arcwar3,Phylloscopus xanthodryas
arcwar2,Phylloscopus examinandus
arcwar1,Phylloscopus borealis
chcwar2,Phylloscopus castaniceps
sunwar1,Phylloscopus grammiceps
yebwar2,Phylloscopus montis
limlew1,Phylloscopus calciatilis
subwar3,Phylloscopus ricketti
yevwar1,Phylloscopus cantator
weclew1,Phylloscopus occipitalis
blylew1,Phylloscopus reguloides
clalew1,Phylloscopus claudiae
harlew1,Phylloscopus goodsoni
klolew1,Phylloscopus ogilviegranti
halwar1,Phylloscopus hainanus
davlew1,Phylloscopus intensior
gyhwar2,Phylloscopus xanthoschistos
mouwar2,Phylloscopus trivirgatus
mouwar4,Phylloscopus nigrorum
tilwar2,Phylloscopus presbytes
rolwar1,Phylloscopus rotiensis
sclwar1,Phylloscopus makirensis
sulwar1,Phylloscopus nesophilus
sulwar3,Phylloscopus sarasinorum
kullew1,Phylloscopus amoenus
islwar1,Phylloscopus poliocephalus
isllew9,Phylloscopus maforensis
isllew10,Phylloscopus misoriensis
grawar1,Graueria vittata
malbrw1,Nesillas typica
subbrw1,Nesillas lantzii
anbwar1,Nesillas typica longicaudata
gcbwar1,Nesillas brevicaudata
mohbrw1,Nesillas mariae
barwar2,Acrocephalus griseldis
cvswar1,Acrocephalus brevipennis
grswar2,Acrocephalus rufescens
leswar1,Acrocephalus gracilirostris
maswar1,Acrocephalus newtoni
sebwar1,Acrocephalus sechellensis
grrwar1,Acrocephalus arundinaceus
orrwar1,Acrocephalus orientalis
clrwar1,Acrocephalus stentoreus
aurwar1,Acrocephalus australis
miller,Acrocephalus familiaris
sairew1,Acrocephalus hiwae
narwar1,Acrocephalus rehsei
carrew1,Acrocephalus syrinx
chiwar1,Acrocephalus aequinoctialis
marrew2,Acrocephalus percernis
tahrew1,Acrocephalus caffer
marwar2,Acrocephalus mendanae
turwar1,Acrocephalus atyphus
cirwar2,Acrocephalus kerearako
rimrew1,Acrocephalus rimitarae
bbrwar1,Acrocephalus bistrigiceps
mouwar1,Acrocephalus melanopogon
aquwar1,Acrocephalus paludicola
sedwar1,Acrocephalus schoenobaenus
blutit,Cyanistes caeruleus
azutit2,Cyanistes cyanus
grotit1,Pseudopodoces humilis
gretit1,Parus major
gretit4,Parus minor
gretit2,Parus cinereus
grbtit1,Parus monticolus
whwtit2,Machlolophus nuchalis
yeltit2,Machlolophus holsti
blltit1,Machlolophus xanthogenys
indtit1,Machlolophus aplonotus
yectit1,Machlolophus spilonotus
whsblt1,Melaniparus guineensis
whwblt3,Melaniparus leucomelas
soublt1,Melaniparus niger
cartit2,Melaniparus carpi
whbtit5,Melaniparus albiventris
whbblt1,Melaniparus leuconotus
dustit2,Melaniparus funereus
rubtit3,Melaniparus rufiventris
rettit2,Melaniparus fringillinus
stbtit2,Melaniparus fasciiventer
somtit4,Melaniparus thruppi
miotit2,Melaniparus griseiventris
ashtit2,Melaniparus cinerascens
grytit1,Melaniparus afer
euptit1,Remiz pendulinus
bhptit1,Remiz macronyx
wcptit1,Remiz coronatus
chptit1,Remiz consobrinus
yeptit1,Anthoscopus parvulus
mcptit1,Anthoscopus musculus
afptit1,Anthoscopus caroli
soptit1,Anthoscopus minutus
verdin,Auriparus flaviceps
yesnic1,Nicator chloris
easnic1,Nicator gularis
yetnic1,Nicator vireo
bearee1,Panurus biarmicus
grhlar1,Alaemon alaudipes
beelar1,Chersomanes albofasciata beesleyi
sphlar12,Chersomanes albofasciata
gralar2,Ammomanopsis grayi
shclar1,Certhilauda chuana
klblar6,Certhilauda subcoronata
benlar1,Certhilauda subcoronata benguelensis/kaokoensis
elblar1,Certhilauda semitorquata
y00415,Certhilauda curvirostris
agular1,Certhilauda curvirostris brevirostris
thblar1,Ramphocoris clotbey
deslar1,Ammomanes deserti
batlar1,Ammomanes cinctura
rutlar2,Ammomanes phoenicura
beslar1,Eremopterix australis
madlar1,Eremopterix hova
bcslar1,Eremopterix nigriceps
cbslar1,Eremopterix leucotis
ascspl1,Eremopterix griseus
chhspl1,Eremopterix signatus
gybspl1,Eremopterix verticalis
fislar1,Eremopterix leucopareia
sablar2,Calendulauda sabota
piblar3,Calendulauda poecilosterna
foxlar1,Calendulauda africanoides alopex/intercedens
faclar8,Calendulauda africanoides
karlar2,Calendulauda albescens
ferlar2,Calendulauda burra
dunlar5,Calendulauda erythrochlamys
barlar4,Calendulauda erythrochlamys patae
rudlar1,Heteromirafra ruddi
liblar1,Heteromirafra archeri
eaclar1,Mirafra fasciolata
caclar1,Mirafra apiata
rewlar1,Mirafra hypermetra
runlar1,Mirafra africana
flalar1,Mirafra rufocinnamomea
retale1,Chamaetylas poliophrys
brcale1,Chamaetylas poliocephala
whcale1,Chamaetylas fuelleborni
wbrcha1,Cossyphicula roberti
arrcha1,Cossypha archeri
ofrcha1,Cossypha anomala
carcha1,Cossypha caffra
wtrcha1,Cossypha humeralis
gywroc1,Sheppardia polioptera
bsrcha1,Cossypha cyanocampter
rurcha1,Cossypha semirufa
wbrcha2,Cossypha heuglini
rcrcha1,Cossypha natalensis
chrcha1,Cossypha dichroa
whrcha1,Cossypha heinrichi
scrcha1,Cossypha niveicapilla
wcrcha1,Cossypha albicapillus
swyrob1,Swynnertonia swynnertoni
whsrob1,Pogonocichla stellata
obfrob1,Stiphrornis erythrothorax
shtaka2,Sheppardia poensis
bocaka11,Sheppardia bocagei
equaka1,Sheppardia aequatorialis
shaaka1,Sheppardia sharpei
rubaka1,Sheppardia aurantiithorax
usaaka1,Sheppardia montana
iriaka1,Sheppardia lowei
copthr1,Cichladusa arquata
rtpthr1,Cichladusa ruficauda
spmthr1,Cichladusa guttata
gresho1,Heinrichia calligyna
bagbab2,Leonardina woodi
gousho1,Heteroxenicus stellatus
rubsho1,Brachypteryx hyperythra
lessho1,Brachypteryx leucophris
whbsho4,Brachypteryx cruralis
whbsho5,Brachypteryx sinensis
whbsho6,Brachypteryx goodfellowi
whbsho10,Brachypteryx montana
eyjfly1,Vauriella gularis
minjuf1,Vauriella goodfellowi
inbrob1,Larvivora brunnea
sibrob,Larvivora cyane
rutrob1,Larvivora sibilans
ryurob2,Larvivora komadori
ryurob3,Larvivora namiyei
japrob2,Larvivora akahige
blueth,Luscinia svecica
whbred1,Luscinia phaenicuroides
thrnig1,Luscinia luscinia
comnig1,Luscinia megarhynchos
whtrob3,Irania gutturalis
himrub1,Calliope pectoralis
chirub1,Calliope tschebaiewi
sibrub,Calliope calliope
fireth1,Calliope pectardens
whtrob2,Myiomela leucura
whbsho1,Sholicola major
whbsho3,Sholicola albiventris
wbbrob1,Tarsiger indicus
rbbrob1,Tarsiger hyperythrus
cobrob1,Tarsiger johnstoniae
refblu,Tarsiger cyanurus
himblu1,Tarsiger rufilatus
gobrob1,Tarsiger chrysaeus
litfor1,Enicurus scouleri
chnfor1,Enicurus ruficapillus
blbfor1,Enicurus immaculatus
slbfor1,Enicurus schistaceus
whcfor1,Enicurus leschenaulti
whcfor3,Enicurus borneensis
spofor1,Enicurus maculatus
ceywht1,Myophonus blighi
shwthr1,Myophonus melanurus
borwht1,Myophonus borneensis
chwwht1,Myophonus castaneus
mawthr2,Myophonus robinsoni
mawthr1,Myophonus horsfieldii
fowthr1,Myophonus insularis
blwthr1,Myophonus caeruleus
blfrob1,Cinclidium frontale
korfly1,Ficedula zanthopygia
narfly1,Ficedula elisae
narfly2,Ficedula narcissina
narfly3,Ficedula owstoni
slbfly1,Ficedula erithacus
mugfly,Ficedula mugimaki
pybfly1,Ficedula hodgsoni
rugfly1,Ficedula strophiata
sapfly1,Ficedula sapphira
ultfly1,Ficedula superciliaris
lipfly1,Ficedula westermanni
slbfly2,Ficedula tricolor
snbfly1,Ficedula hyperythra
rutfly6,Ficedula ruficauda
taifly1,Ficedula albicilla
rebfly,Ficedula parva
kasfly1,Ficedula subrubra
semfly1,Ficedula semitorquata
eupfly1,Ficedula hypoleuca
colfly1,Ficedula albicollis
anglar1,Mirafra angolensis
monlar2,Mirafra passerina
latlar1,Mirafra cheniana
sinbus6,Mirafra javanica
sinbus1,Mirafra javanica [cantillans Group]
burbus1,Mirafra microptera
benbus1,Mirafra assamica
indbus3,Mirafra erythrocephala
indbus2,Mirafra erythroptera
jerbus2,Mirafra affinis
gillar1,Mirafra gilletti
frilar1,Mirafra pulpa
whtlar1,Mirafra albicauda
woolar1,Lullula arborea
stalar2,Spizocorys starki
shtlar1,Spizocorys fremantlii
piblar1,Spizocorys conirostris
whwlar1,Alauda leucoptera
razsky1,Alauda razae
orisky1,Alauda gulgula
skylar,Alauda arvensis
tawlar1,Galerida deva
sunlar1,Galerida modesta
lablar1,Galerida magnirostris
thelar1,Galerida theklae
crelar1,Galerida cristata
mallar1,Galerida malabarica
crelar3,Galerida cristata macrorhyncha/randonii
horlar,Eremophila alpestris
temlar1,Eremophila bilopha
humlar1,Calandrella acutirostris
sstlar4,Calandrella dukhunensis
blalar2,Calandrella blanfordi
blalar4,Calandrella eremica
reclar1,Calandrella cinerea
gstlar1,Calandrella brachydactyla
bimlar1,Melanocorypha bimaculata
callar1,Melanocorypha calandra
blalar1,Melanocorypha yeltoniensis
tiblar1,Melanocorypha maxima
duplar1,Chersophilus duponti
dunlar1,Eremalauda dunni
dunlar4,Eremalauda eremodites
lstlar2,Alaudala cheleensis
sstlar1,Alaudala somalica
mstlar1,Alaudala rufescens
tstlar1,Alaudala heinei
sanlar1,Alaudala raytal
somgre1,Andropadus importunus
slbgre1,Stelgidillas gracilirostris
golgre1,Calyptocichla serinus
blcbul1,Neolestes torquatus
combri2,Bleda syndactylus
gntbri1,Bleda eximius
gyhbri1,Bleda canicapillus
lesbri2,Bleda notatus
lesbri3,Bleda notatus ugandae
yetgre1,Atimastillas flavicollis
spogre1,Ixonotus guttatus
swagre1,Thescelocichla leucopleura
joygre1,Chlorocichla laetissima
yengre1,Chlorocichla falkensteini
yebgre1,Chlorocichla flaviventris
simgre1,Chlorocichla simplex
hongre1,Baeopogon indicator
sjogre1,Baeopogon clamans
camgre2,Arizelocichla montana
shegre1,Arizelocichla masukuensis
easmog4,Arizelocichla fusciceps
easmog3,Arizelocichla chlorigula
easmog5,Arizelocichla nigriceps kikuyuensis
easmog1,Arizelocichla nigriceps
stcgre3,Arizelocichla milanjensis olivaceiceps
stcgre4,Arizelocichla milanjensis striifacies
stcgre1,Arizelocichla milanjensis
wesbeg1,Criniger barbatus
easbeg1,Criniger chloronotus
retgre1,Criniger calurus
whbgre1,Criniger ndussumensis
yebgre3,Criniger olivaceus
litgre2,Eurillas virens
yewgre1,Eurillas latirostris
plagre2,Eurillas curvirostris
grygre1,Eurillas gracilis
ansgre1,Eurillas ansorgei
tingre1,Phyllastrephus debilis
whtgre2,Phyllastrephus albigularis
xavgre1,Phyllastrephus xavieri
ictgre1,Phyllastrephus icterinus
terbro1,Phyllastrephus terrestris
caogre1,Phyllastrephus poensis
norbro1,Phyllastrephus strepitans
gyogre1,Phyllastrephus cerviniventris
fisgre1,Phyllastrephus fischeri
cabgre1,Phyllastrephus cabanisi
cabgre3,Phyllastrephus cabanisi placidus
leaflo1,Phyllastrephus scandens
yesbul1,Phyllastrephus flavostriatus
gyhgre1,Phyllastrephus poliocephalus
toogre1,Phyllastrephus hypochloris
baugre1,Phyllastrephus baumanni
paogre1,Phyllastrephus fulviventris
habbul1,Tricholestes criniger
hobbul1,Setornis criniger
yebbul2,Alophoixus phaeocephalus
gytbul1,Alophoixus frater
ochbul3,Alophoixus ruficrissus
whtbul1,Alophoixus flaveolus
ochbul2,Alophoixus ochraceus
putbul1,Alophoixus pallidus
strbul2,Pycnonotus striatus
finbul1,Alophoixus finschii
olibul1,Iole viridescens
buvbul1,Iole crypta
chabul1,Iole charlottae
cacbul1,Iole cacharensis
gyebul1,Iole propinqua
crsbul1,Pycnonotus leucogrammicus
ashbul1,Hemixos flavala
cinbul1,Hemixos cinereus
chebul1,Hemixos castanonotus
yebbul3,Iole indica
sunbul1,Ixos virescens sumatranus
sunbul2,Ixos virescens
strbul1,Ixos malaccensis
moubul2,Ixos mcclellandii
phibul1,Hypsipetes philippinus
minbul1,Hypsipetes mindorensis
stbbul1,Hypsipetes siquijorensis
golbul3,Hypsipetes affinis
sulgob1,Hypsipetes longirostris
golbul4,Hypsipetes mysticalis
visbul1,Hypsipetes guimarasensis
yelbul1,Hypsipetes everetti
yelbul4,Hypsipetes everetti catarmanensis
brebul1,Hypsipetes amaurotis
reubul1,Hypsipetes borbonicus
madbul1,Hypsipetes madagascariensis
maubul1,Hypsipetes olivaceus
blabul1,Hypsipetes leucocephalus
sqtbul1,Hypsipetes ganeesa
combul1,Hypsipetes parvirostris
mohbul1,Hypsipetes moheliensis
seybul1,Hypsipetes crassirostris
pubbul1,Brachypodius eutilotus
bawbul2,Brachypodius melanoleucos
yewbul1,Brachypodius urostictus
gyhbul1,Brachypodius priocephalus
blhbul1,Brachypodius melanocephalos
andbul1,Brachypodius fuscoflavescens
spebul1,Rubigula erythropthalmos
gybbul1,Rubigula cyaniventris
scbbul1,Rubigula squamata
blcbul2,Rubigula flaviventris
bkcbul1,Rubigula gularis
bkcbul4,Rubigula montis
bafbul1,Nok hualon
crefin1,Spizixos canifrons
colfin1,Spizixos semitorques
crvbul1,Pycnonotus simplex
olwbul1,Pycnonotus plumosus
reebul1,Pycnonotus brunneus
asfbul1,Pycnonotus cinereifrons
whbbul2,Pycnonotus luteolus
ayebul1,Pycnonotus blanfordi
stebul2,Pycnonotus conradi
sttbul1,Pycnonotus finlaysoni
flabul1,Pycnonotus flavescens
flabul3,Pycnonotus flavescens leucops
yetbul1,Pycnonotus xantholaemus
yeebul1,Pycnonotus penicillatus
brbbul1,Pycnonotus xanthorrhous
livbul1,Pycnonotus sinensis
stybul1,Pycnonotus taivanus
rewbul,Pycnonotus jocosus
yevbul1,Pycnonotus goiavier
revbul,Pycnonotus cafer
sohbul1,Pycnonotus aurigaster
whebul1,Pycnonotus leucotis
gchwar,Setophaga chrysoparia
btnwar,Setophaga virens
citwar1,Myiothlypis luteoviridis
samwar1,Myiothlypis basilica
whswar2,Myiothlypis leucophrys
flawar1,Myiothlypis flaveola
whbwar2,Myiothlypis leucoblephara
palwar1,Myiothlypis signata
blcwar2,Myiothlypis nigrocristata
burwar1,Myiothlypis fulvicauda
rivwar1,Myiothlypis rivularis
twbwar1,Myiothlypis bivittata
twbwar2,Myiothlypis bivittata roraimae
gobwar3,Myiothlypis chrysogaster
gobwar4,Myiothlypis chlorophrys
whlwar1,Myiothlypis conspicillata
gytwar1,Myiothlypis cinereicollis
gagwar2,Myiothlypis fraseri
rucwar1,Myiothlypis coronata
fatwar,Basileuterus lachrymosus
rucwar,Basileuterus rufifrons
rucwar4,Basileuterus delattrii
blcwar1,Basileuterus melanogenys
pirwar1,Basileuterus ignotus
gobwar1,Basileuterus belli
gcrwar,Basileuterus culicivorus
thswar5,Basileuterus melanotis
thswar9,Basileuterus tacarcunae
thbwar2,Basileuterus trifasciatus
thswar2,Basileuterus punctipectus
thswar1,Basileuterus tristriatus
canwar,Cardellina canadensis
wlswar,Cardellina pusilla
refwar,Cardellina rubrifrons
redwar1,Cardellina rubra
pihwar1,Cardellina versicolor
paired,Myioborus pictus
sltred,Myioborus miniatus
brcred1,Myioborus brunniceps
yecred1,Myioborus flavivertex
whfred2,Myioborus albifrons
gofred1,Myioborus ornatus
spered1,Myioborus melanocephalus
colred1,Myioborus torquatus
parred1,Myioborus pariae
tepred1,Myioborus castaneocapilla
duftan1,Mitrospingus cassinii
olbtan1,Mitrospingus oleagineus
olgtan1,Orthogonys chloricterus
rbptan1,Lamprospiza melanoleuca
flctan,Piranga bidentata
heptan2,Piranga flava [lutea Group]
heptan,Piranga flava
sumtan,Piranga rubra
rottan1,Piranga roseogularis
scatan,Piranga olivacea
westan,Piranga ludoviciana
whwtan1,Piranga leucoptera
rehtan1,Piranga erythrocephala
rehtan2,Piranga rubriceps
rcatan1,Habia rubica
rtatan1,Habia fuscicauda
bcatan1,Habia atrimaxillaris
soatan1,Habia gutturalis
cratan1,Habia cristata
olitan1,Chlorothraupis carmioli
cartan2,Chlorothraupis carmioli frenata
lestan,Chlorothraupis olivacea
ocbtan1,Chlorothraupis stolzmanni
yelgro,Pheucticus chrysopeplus
bltgro1,Pheucticus tibialis
gobgro1,Pheucticus chrysogaster
blbgro2,Pheucticus aureoventris
robgro,Pheucticus ludovicianus
bkhgro,Pheucticus melanocephalus
rebcha1,Granatellus venustus
grtcha1,Granatellus sallaei
robcha1,Granatellus pelzelni
norcar,Cardinalis cardinalis
vercar1,Cardinalis phoeniceus
pyrrhu,Cardinalis sinuatus
blfgro1,Caryothraustes poliogaster
yeggro1,Caryothraustes canadensis
crcgro,Rhodothraupis celaeno
rabgro1,Periporphyrus erythromelas
blusee1,Amaurospiza concolor
blusee4,Amaurospiza concolor aequatorialis
blbsee3,Amaurospiza moesta
dickci,Spiza americana
glbgro1,Cyanoloxia glaucocaerulea
bubgro1,Cyanoloxia cyanoides
bubgro2,Cyanoloxia rothschildii
ultgro1,Cyanoloxia brissonii
blubun,Cyanocompsa parellina
blugrb1,Passerina caerulea
indbun,Passerina cyanea
lazbun,Passerina amoena
varbun,Passerina versicolor
paibun,Passerina ciris
robbun1,Passerina rositae
orbbun1,Passerina leclancherii
plushc1,Catamblyrhynchus diadema
cocfin2,Charitospiza eucosma
brotan1,Orchesticus abeillei
yesgro2,Parkerthraustes humeralis
hootan1,Nemosia pileata
chttan1,Nemosia rourei
blbtan2,Cyanicterus cyanicterus
whctan1,Sericossypha albocristata
scttan1,Compsothraupis loricata
blmfin1,Coryphaspiza melanotis
